model_name,metrics_path,output_dir,dataset_dir,created_at,row_count,train_rows,test_rows,epochs,batch_size,hidden,purpose,input_policy,test_accuracy,test_precision,test_recall,test_f1,top1_hit_rate,top3_hit_rate,top1_safe_rate,top3_safe_rate,top1_success_rate,top3_success_rate
candidate_pose_rank_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0\candidate_pose_rank_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0,,,18,14,4,80,,32,,,,,,,,,,,,
candidate_pose_rank_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0b\candidate_pose_rank_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0b,,,18,14,4,80,,32,,,,,,,,,,,,
candidate_pose_rank_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v1_candidate_pose\candidate_pose_rank_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v1_candidate_pose,,,306,245,61,80,,32,,,,,,,,,,,,
candidate_pose_rank_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v2_high_and_ranker\candidate_pose_rank_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v2_high_and_ranker,,,1193,954,239,80,,32,,,,,,,,,,,,
candidate_pose_rank_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v1\candidate_pose_rank_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v1,,,10986,8789,2197,140,,64,,,,,,,,,,,,
candidate_pose_rank_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v2\candidate_pose_rank_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v2,,,13098,10478,2620,140,,64,,,,,,,,,,,,
candidate_pose_rank_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_balanced_v1\candidate_pose_rank_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_balanced_v1,,,28458,22766,5692,180,,48,,,,,,,,,,,,
candidate_pose_rank_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_v1\candidate_pose_rank_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_v1,,,28458,22766,5692,140,,48,,,,,,,,,,,,
moon_drift_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0\moon_drift_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0,,,7861,6289,1572,80,,32,,,,,,,,,,,,
moon_drift_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0b\moon_drift_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0b,,,7861,6289,1572,80,,32,,,,,,,,,,,,
moon_drift_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v1_candidate_pose\moon_drift_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v1_candidate_pose,,,7909,6327,1582,80,,32,,,,,,,,,,,,
moon_drift_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v2_high_and_ranker\moon_drift_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v2_high_and_ranker,,,8080,6464,1616,80,,32,,,,,,,,,,,,
moon_drift_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v1\moon_drift_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v1,,,8665,6932,1733,140,,64,,,,,,,,,,,,
moon_drift_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v2\moon_drift_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v2,,,8687,6950,1737,140,,64,,,,,,,,,,,,
moon_drift_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_balanced_v1\moon_drift_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_balanced_v1,,,645,516,129,180,,48,,,,,,,,,,,,
moon_drift_risk_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_v1\moon_drift_risk_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_v1,,,645,516,129,140,,48,,,,,,,,,,,,
pose_accept_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0\pose_accept_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0,,,7861,6289,1572,80,,32,,,,,,,,,,,,
pose_accept_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0b\pose_accept_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0b,,,7861,6289,1572,80,,32,,,,,,,,,,,,
pose_accept_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v1_candidate_pose\pose_accept_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v1_candidate_pose,,,7909,6327,1582,80,,32,,,,,,,,,,,,
pose_accept_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v2_high_and_ranker\pose_accept_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v2_high_and_ranker,,,8080,6464,1616,80,,32,,,,,,,,,,,,
pose_accept_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v1\pose_accept_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v1,,,8665,6932,1733,140,,64,,,,,,,,,,,,
pose_accept_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v2\pose_accept_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v2,,,8687,6950,1737,140,,64,,,,,,,,,,,,
pose_accept_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_balanced_v1\pose_accept_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_balanced_v1,,,645,516,129,180,,48,,,,,,,,,,,,
pose_accept_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_v1\pose_accept_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_v1,,,645,516,129,140,,48,,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0,,,7861,6289,1572,80,,32,,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0b\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0b,,,7861,6289,1572,80,,32,,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v1_candidate_pose\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v1_candidate_pose,,,7909,6327,1582,80,,32,,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v2_high_and_ranker\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v2_high_and_ranker,,,8080,6464,1616,80,,32,,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v1\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v1,,,8665,6932,1733,140,,64,,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v2\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v2,,,8687,6950,1737,140,,64,,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_balanced_v1\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_balanced_v1,,,645,516,129,180,,48,,,,,,,,,,,,
stone_fit_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_v1\stone_fit_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_v1,,,645,516,129,140,,48,,,,,,,,,,,,
world_delta_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0\world_delta_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0,,,1348,1078,270,80,,32,,,,,,,,,,,,
world_delta_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0b\world_delta_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0b,,,1348,1078,270,80,,32,,,,,,,,,,,,
world_delta_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v1_candidate_pose\world_delta_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v1_candidate_pose,,,1396,1117,279,80,,32,,,,,,,,,,,,
world_delta_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v2_high_and_ranker\world_delta_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v2_high_and_ranker,,,1567,1254,313,80,,32,,,,,,,,,,,,
world_delta_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v1\world_delta_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v1,,,2152,1722,430,140,,64,,,,,,,,,,,,
world_delta_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v2\world_delta_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v2,,,2174,1739,435,140,,64,,,,,,,,,,,,
world_delta_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_balanced_v1\world_delta_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_balanced_v1,,,645,516,129,180,,48,,,,,,,,,,,,
world_delta_net,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_v1\world_delta_net_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_modular_stonefit_lowwall_presim_geometry_v1,,,645,516,129,140,,48,,,,,,,,,,,,
20260618_modular_small_networks_v0,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_learning_dataset_v1_modular,2026-06-18T18:21:30,,,,,,,,,,,,,,,,,,
20260618_modular_small_networks_v0b,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0b\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v0b,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_learning_dataset_v1_modular,2026-06-18T18:22:43,,,,,,,,,,,,,,,,,,
20260618_modular_small_networks_v1_candidate_pose,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v1_candidate_pose\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v1_candidate_pose,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_learning_dataset_v2_modular_candidate_pose,2026-06-18T18:28:39,,,,,,,,,,,,,,,,,,
20260618_modular_small_networks_v2_high_and_ranker,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v2_high_and_ranker\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_modular_small_networks_v2_high_and_ranker,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260618_learning_dataset_v3_high_and_ranker,2026-06-18T18:47:16,,,,,,,,,,,,,,,,,,
20260619_modular_networks_wall_design_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_learning_dataset_wall_network_design_v1,2026-06-19T09:40:17,,,,,,,,,,,,,,,,,,
20260619_modular_networks_wall_design_v2,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v2\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_modular_networks_wall_design_v2,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_learning_dataset_wall_network_design_v2,2026-06-19T10:01:23,,,,,,,,,,,,,,,,,,
20260619_candidate_pose_group_ranker_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_candidate_pose_group_ranker_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_candidate_pose_group_ranker_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_learning_dataset_wall_network_design_v2,2026-06-19T10:05:24,13098,,,180,,64,,,,,,,,,,,,
candidate_pose_group_ranker,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_candidate_pose_group_ranker_v1\candidate_pose_group_ranker_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_candidate_pose_group_ranker_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_learning_dataset_wall_network_design_v2,2026-06-19T10:05:24,13098,,,180,,64,,,,,,,,,,,,
20260619_candidate_pose_group_ranker_v1_regularized,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_candidate_pose_group_ranker_v1_regularized\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_candidate_pose_group_ranker_v1_regularized,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_learning_dataset_wall_network_design_v2,2026-06-19T10:06:36,13098,,,120,,24,,,,,,,,,,,,
candidate_pose_group_ranker,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_candidate_pose_group_ranker_v1_regularized\candidate_pose_group_ranker_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_candidate_pose_group_ranker_v1_regularized,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_learning_dataset_wall_network_design_v2,2026-06-19T10:06:36,13098,,,120,,24,,,,,,,,,,,,
20260619_support_map_group_ranker_wall_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_support_map_group_ranker_wall_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_support_map_group_ranker_wall_v1,,2026-06-19T10:30:00,11418,,,120,,64,,,,,,,,,,,,
support_map_group_ranker,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_support_map_group_ranker_wall_v1\support_map_group_ranker_metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_support_map_group_ranker_wall_v1,,2026-06-19T10:30:00,11418,,,120,,64,,,,,,,,,,,,
20260619_torch_support_map_cnn_ranker_wall_v2,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_ranker_wall_v2\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_ranker_wall_v2,,2026-06-19T10:39:38,11418,,,40,64,128,,,,,,,,,,,,
20260619_torch_pointnet_rock_encoder_v2,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_pointnet_rock_encoder_v2\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_pointnet_rock_encoder_v2,,2026-06-19T10:45:03,,,,50,192,,,,,,,,,,,,,
20260619_torch_pointnet_rock_encoder_family_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_pointnet_rock_encoder_family_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_pointnet_rock_encoder_family_v1,,2026-06-19T10:48:40,,,,60,192,,,,,,,,,,,,,
20260619_torch_support_map_pointnet_hybrid_ranker_wall_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_pointnet_hybrid_ranker_wall_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_pointnet_hybrid_ranker_wall_v1,,2026-06-19T10:54:11,11418,,,50,64,160,,,,,,,,,,,,
20260619_torch_support_map_cnn_ranker_wall_presim_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_ranker_wall_presim_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_ranker_wall_presim_v1,,2026-06-19T11:14:01,11418,,,50,64,128,,,,,,,,,,,,
20260619_torch_support_map_cnn_ranker_multicatalog_presim_splitrun_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_ranker_multicatalog_presim_splitrun_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_ranker_multicatalog_presim_splitrun_v1,,2026-06-19T13:58:44,12915,,,60,64,128,,,,,,,,,,,,
20260619_torch_support_map_cnn_ranker_multicatalog_presim_newrocks_holdout_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_ranker_multicatalog_presim_newrocks_holdout_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_ranker_multicatalog_presim_newrocks_holdout_v1,,2026-06-19T14:02:30,12915,,,60,64,128,,,,,,,,,,,,
20260619_torch_support_map_cnn_ranker_multicatalog_presim_holdout93013_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_ranker_multicatalog_presim_holdout93013_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_ranker_multicatalog_presim_holdout93013_v1,,2026-06-19T14:49:59,15395,,,70,64,128,,,,,,,,,,,,
20260619_torch_support_map_cnn_ranker_highwall_presim_holdout93013_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_ranker_highwall_presim_holdout93013_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_ranker_highwall_presim_holdout93013_v1,,2026-06-19T14:52:12,6076,,,90,64,160,,,,,,,,,,,,
20260619_torch_support_map_cnn_quality_ranker_multicatalog_presim_holdout93013_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_quality_ranker_multicatalog_presim_holdout93013_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_quality_ranker_multicatalog_presim_holdout93013_v1,,2026-06-19T15:31:56,15395,,,70,64,128,,,,,,,,,,,,
20260619_torch_support_map_cnn_selected_ranker_dropout30_hidden160_holdout93013_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_selected_ranker_dropout30_hidden160_holdout93013_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_selected_ranker_dropout30_hidden160_holdout93013_v1,,2026-06-19T16:11:26,15395,,,90,96,160,,,,,,,,,,,,
20260619_torch_support_map_cnn_quality_ranker_temp55_dropout20_holdout93013_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_quality_ranker_temp55_dropout20_holdout93013_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_quality_ranker_temp55_dropout20_holdout93013_v1,,2026-06-19T16:11:31,15395,,,90,96,160,,,,,,,,,,,,
20260619_torch_support_map_cnn_quality_ranker_temp20_dropout30_holdout93013_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_quality_ranker_temp20_dropout30_holdout93013_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_quality_ranker_temp20_dropout30_holdout93013_v1,,2026-06-19T16:11:32,15395,,,90,96,160,,,,,,,,,,,,
20260619_torch_support_map_cnn_quality_ranker_expanded_temp20_holdout93015_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_quality_ranker_expanded_temp20_holdout93015_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260619_torch_support_map_cnn_quality_ranker_expanded_temp20_holdout93015_v1,,2026-06-19T16:45:39,20355,,,90,96,160,,,,,,,,,,,,
20260620_torch_support_map_cnn_risk_adjusted_ranker_holdout93015_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_torch_support_map_cnn_risk_adjusted_ranker_holdout93015_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_torch_support_map_cnn_risk_adjusted_ranker_holdout93015_v1,,2026-06-20T08:44:33,20355,,,90,96,160,,,,,,,,,,,,
20260620_torch_support_map_cnn_lowwall_presim_score_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_torch_support_map_cnn_lowwall_presim_score_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_torch_support_map_cnn_lowwall_presim_score_v1,,2026-06-20T15:27:45,20634,,,45,96,96,,,,,,,,,,,,
20260620_torch_support_map_cnn_lowwall_presim_risk_v1,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_torch_support_map_cnn_lowwall_presim_risk_v1\metrics.json,D:\MoonStack\experiments\moon_rock_stack\batch_runs\20260620_torch_support_map_cnn_lowwall_presim_risk_v1,,2026-06-20T15:31:36,20634,,,45,96,96,,,,,,,,,,,,
